Signe_FR;Signe_UE;ID_CATEGORIE_PRODUIT;Catégorie;ID_TYPE_PRODUIT;Classe_UE;SECTEUR;id_appellation;Appellation;id_denomination_geo;Dénomination;Produit;IdProduit;pro_etat;Lib_etat;CVI;Référence;Comité_National;Comité_Régional;Site_INAO;Délégation_Territoriale
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2421;"Val de Loire Loire-Atlantique";"Val de Loire Loire-Atlantique gris";15716;2;Publié;3S441;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2421;"Val de Loire Loire-Atlantique";"Val de Loire Loire-Atlantique primeur ou nouveau gris";15721;2;Publié;3S441;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2421;"Val de Loire Loire-Atlantique";"Val de Loire Loire-Atlantique rosé";15729;2;Publié;3S441;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2421;"Val de Loire Loire-Atlantique";"Val de Loire Loire-Atlantique rouge";15731;2;Publié;3R441;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2422;"Val de Loire Loiret";"Val de Loire Loiret blanc";15732;2;Publié;3B451;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2422;"Val de Loire Loiret";"Val de Loire Loiret gris";15734;2;Publié;3S451;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2422;"Val de Loire Loiret";"Val de Loire Loiret rosé";15744;2;Publié;3S451;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2422;"Val de Loire Loiret";"Val de Loire Loiret rouge";15746;2;Publié;3R451;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2424;"Val de Loire Maine-et-Loire";"Val de Loire Maine-et-Loire blanc";15748;2;Publié;3B491;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2424;"Val de Loire Maine-et-Loire";"Val de Loire Maine-et-Loire gris";15752;2;Publié;3S491;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2424;"Val de Loire Maine-et-Loire";"Val de Loire Maine-et-Loire rosé";15763;2;Publié;3S491;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2424;"Val de Loire Maine-et-Loire";"Val de Loire Maine-et-Loire rouge";15765;2;Publié;3R491;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2425;"Val de Loire Marches de Bretagne";"Val de Loire Marches de Bretagne blanc";15767;2;Publié;3B493;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2425;"Val de Loire Marches de Bretagne";"Val de Loire Marches de Bretagne gris";15769;2;Publié;3S493;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2425;"Val de Loire Marches de Bretagne";"Val de Loire Marches de Bretagne rosé";15779;2;Publié;3S493;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2425;"Val de Loire Marches de Bretagne";"Val de Loire Marches de Bretagne rouge";15781;2;Publié;3R493;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2426;"Val de Loire Nièvre";"Val de Loire Nièvre blanc";15783;2;Publié;3B581;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2426;"Val de Loire Nièvre";"Val de Loire Nièvre gris";15785;2;Publié;3S581;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2426;"Val de Loire Nièvre";"Val de Loire Nièvre rosé";15801;2;Publié;3S581;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2426;"Val de Loire Nièvre";"Val de Loire Nièvre rouge";15804;2;Publié;3R581;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2427;"Val de Loire Pays de Retz";"Val de Loire Pays de Retz blanc";15808;2;Publié;3B494;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2427;"Val de Loire Pays de Retz";"Val de Loire Pays de Retz gris";15810;2;Publié;3S494;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2427;"Val de Loire Pays de Retz";"Val de Loire Pays de Retz primeur ou nouveau rosé";15816;2;Publié;3S494;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2427;"Val de Loire Pays de Retz";"Val de Loire Pays de Retz rosé";15820;2;Publié;3S494;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2427;"Val de Loire Pays de Retz";"Val de Loire Pays de Retz rouge";15822;2;Publié;3R494;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2142;"Val de Loire";"Val de Loire rosé";15833;2;Publié;3S009;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2142;"Val de Loire";"Val de Loire rouge";14084;2;Publié;3R009;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2428;"Val de Loire Sarthe";"Val de Loire Sarthe blanc";15836;2;Publié;3B721;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2428;"Val de Loire Sarthe";"Val de Loire Sarthe gris";15838;2;Publié;3S721;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2428;"Val de Loire Sarthe";"Val de Loire Sarthe rosé";15848;2;Publié;3S721;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2428;"Val de Loire Sarthe";"Val de Loire Sarthe rouge";15850;2;Publié;3R721;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2429;"Val de Loire Vendée";"Val de Loire Vendée blanc";15854;2;Publié;3B851;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2429;"Val de Loire Vendée";"Val de Loire Vendée gris";15856;2;Publié;3S851;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2429;"Val de Loire Vendée";"Val de Loire Vendée rosé";15864;2;Publié;3S851;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2429;"Val de Loire Vendée";"Val de Loire Vendée rouge";15866;2;Publié;3R851;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2430;"Val de Loire Vienne";"Val de Loire Vienne blanc";15868;2;Publié;3B861;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2430;"Val de Loire Vienne";"Val de Loire Vienne primeur ou nouveau rosé";15876;2;Publié;3S861;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2430;"Val de Loire Vienne";"Val de Loire Vienne rosé";15880;2;Publié;3S861;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;865;"Val de Loire";2430;"Val de Loire Vienne";"Val de Loire Vienne rouge";15883;2;Publié;3R861;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;869;Alpes-de-Haute-Provence;2146;Alpes-de-Haute-Provence;"Alpes-de-Haute-Provence blanc";13530;2;Publié;3B041;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;869;Alpes-de-Haute-Provence;2146;Alpes-de-Haute-Provence;"Alpes-de-Haute-Provence rosé";13531;2;Publié;3S041;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;869;Alpes-de-Haute-Provence;2146;Alpes-de-Haute-Provence;"Alpes-de-Haute-Provence rouge";13532;2;Publié;3R041;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;870;Hautes-Alpes;2147;Hautes-Alpes;"Hautes-Alpes blanc";7857;2;Publié;3B051;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;870;Hautes-Alpes;2147;Hautes-Alpes;"Hautes-Alpes rosé";8843;2;Publié;3S051;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;870;Hautes-Alpes;2147;Hautes-Alpes;"Hautes-Alpes rouge";8844;2;Publié;3R051;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;871;Alpes-Maritimes;2148;Alpes-Maritimes;"Alpes-Maritimes blanc";15956;2;Publié;3B061;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;871;Alpes-Maritimes;2148;Alpes-Maritimes;"Alpes-Maritimes rosé";15963;2;Publié;3S061;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;871;Alpes-Maritimes;2148;Alpes-Maritimes;"Alpes-Maritimes rouge";15964;2;Publié;3R061;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;872;Ardèche;2149;Ardèche;"Ardèche blanc";13536;2;Publié;3B071;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;872;Ardèche;2440;"Ardèche Coteaux de l'Ardèche";"Ardèche Coteaux de l'Ardèche blanc";14098;2;Publié;3B072;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;872;Ardèche;2440;"Ardèche Coteaux de l'Ardèche";"Ardèche Coteaux de l'Ardèche rosé";14102;2;Publié;3S072;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;872;Ardèche;2440;"Ardèche Coteaux de l'Ardèche";"Ardèche Coteaux de l'Ardèche rouge";14103;2;Publié;3R072;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;872;Ardèche;2149;Ardèche;"Ardèche rosé";13537;2;Publié;3S071;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;872;Ardèche;2149;Ardèche;"Ardèche rouge";13538;2;Publié;3R071;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;874;"Collines Rhodaniennes";2151;"Collines Rhodaniennes";"Collines Rhodaniennes blanc";7845;2;Publié;3B073;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;874;"Collines Rhodaniennes";2151;"Collines Rhodaniennes";"Collines Rhodaniennes rosé";8581;2;Publié;3S073;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;874;"Collines Rhodaniennes";2151;"Collines Rhodaniennes";"Collines Rhodaniennes rouge";8582;2;Publié;3R073;;CNIGPVC;;Valence;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2152;Ariège;"Ariège blanc";7848;2;Publié;3B091;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2441;"Ariège Coteaux de la Lèze";"Ariège Coteaux de la Lèze blanc";10364;2;Publié;3B016;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2441;"Ariège Coteaux de la Lèze";"Ariège Coteaux de la Lèze rosé";10365;2;Publié;3S016;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2441;"Ariège Coteaux de la Lèze";"Ariège Coteaux de la Lèze rouge";10366;2;Publié;3R016;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2442;"Ariège Coteaux du Plantaurel";"Ariège Coteaux du Plantaurel blanc";10372;2;Publié;3B017;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2442;"Ariège Coteaux du Plantaurel";"Ariège Coteaux du Plantaurel rosé";10373;2;Publié;3S017;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2442;"Ariège Coteaux du Plantaurel";"Ariège Coteaux du Plantaurel rouge";10374;2;Publié;3R017;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2152;Ariège;"Ariège rosé";8418;2;Publié;3S091;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;875;Ariège;2152;Ariège;"Ariège rouge";8419;2;Publié;3R091;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2153;Aude;"Aude blanc";7841;2;Publié;3B111;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2443;"Aude Coteaux de la Cabrerisse";"Aude Coteaux de la Cabrerisse blanc";10384;2;Publié;3B113;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2443;"Aude Coteaux de la Cabrerisse";"Aude Coteaux de la Cabrerisse rosé";10385;2;Publié;3S113;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2443;"Aude Coteaux de la Cabrerisse";"Aude Coteaux de la Cabrerisse rouge";10386;2;Publié;3R113;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2444;"Aude Coteaux de Miramont";"Aude Coteaux de Miramont blanc";10391;2;Publié;3B115;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2444;"Aude Coteaux de Miramont";"Aude Coteaux de Miramont rosé";10392;2;Publié;3S115;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2444;"Aude Coteaux de Miramont";"Aude Coteaux de Miramont rouge";10393;2;Publié;3R115;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2445;"Aude Côtes de Lastours";"Aude Côtes de Lastours blanc";10397;2;Publié;3B119;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2445;"Aude Côtes de Lastours";"Aude Côtes de Lastours rosé";10398;2;Publié;3S119;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2445;"Aude Côtes de Lastours";"Aude Côtes de Lastours rouge";10399;2;Publié;3R119;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2446;"Aude Côtes de Prouilhe";"Aude Côtes de Prouilhe blanc";10403;2;Publié;3B914;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2446;"Aude Côtes de Prouilhe";"Aude Côtes de Prouilhe rosé";10404;2;Publié;3S914;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2446;"Aude Côtes de Prouilhe";"Aude Côtes de Prouilhe rouge";10405;2;Publié;3R914;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2447;"Aude Hauterive";"Aude Hauterive blanc";10410;2;Publié;3B917;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2447;"Aude Hauterive";"Aude Hauterive rosé";10411;2;Publié;3S917;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2447;"Aude Hauterive";"Aude Hauterive rouge";10412;2;Publié;3R917;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2448;"Aude La côte rêvée";"Aude La côte rêvée blanc";10416;2;Publié;3B114;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2448;"Aude La côte rêvée";"Aude La côte rêvée rosé";10417;2;Publié;3S114;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2448;"Aude La côte rêvée";"Aude La côte rêvée rouge";10418;2;Publié;3R114;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2449;"Aude Pays de Cucugnan";"Aude Pays de Cucugnan blanc";10422;2;Publié;3B915;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2449;"Aude Pays de Cucugnan";"Aude Pays de Cucugnan rosé";10424;2;Publié;3S915;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2449;"Aude Pays de Cucugnan";"Aude Pays de Cucugnan rouge";10425;2;Publié;3R915;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2153;Aude;"Aude rosé";8360;2;Publié;3S111;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2153;Aude;"Aude rouge";8361;2;Publié;3R111;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2451;"Aude Val de Cesse";"Aude Val de Cesse blanc";10429;2;Publié;3B922;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2451;"Aude Val de Cesse";"Aude Val de Cesse rosé";10430;2;Publié;3S922;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2451;"Aude Val de Cesse";"Aude Val de Cesse rouge";10431;2;Publié;3R922;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2452;"Aude Val de Dagne";"Aude Val de Dagne blanc";10435;2;Publié;3B923;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2452;"Aude Val de Dagne";"Aude Val de Dagne rosé";10436;2;Publié;3S923;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;876;Aude;2452;"Aude Val de Dagne";"Aude Val de Dagne rouge";10437;2;Publié;3R923;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;877;"Cité de Carcassonne";2154;"Cité de Carcassonne";"Cité de Carcassonne blanc";7844;2;Publié;3B112;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;877;"Cité de Carcassonne";2154;"Cité de Carcassonne";"Cité de Carcassonne rosé";8407;2;Publié;3S112;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;877;"Cité de Carcassonne";2154;"Cité de Carcassonne";"Cité de Carcassonne rouge";8408;2;Publié;3R112;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;881;"Coteaux de Narbonne";2158;"Coteaux de Narbonne";"Coteaux de Narbonne blanc";7850;2;Publié;3B116;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;881;"Coteaux de Narbonne";2158;"Coteaux de Narbonne";"Coteaux de Narbonne rosé";8436;2;Publié;3S116;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;881;"Coteaux de Narbonne";2158;"Coteaux de Narbonne";"Coteaux de Narbonne rouge";8437;2;Publié;3R116;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;882;"Coteaux de Peyriac";2159;"Coteaux de Peyriac";"Coteaux de Peyriac blanc";7851;2;Publié;3B117;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;882;"Coteaux de Peyriac";2469;"Coteaux de Peyriac Haut de Badens";"Coteaux de Peyriac Haut de Badens blanc";10617;2;Publié;3B918;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;882;"Coteaux de Peyriac";2469;"Coteaux de Peyriac Haut de Badens";"Coteaux de Peyriac Haut de Badens rosé";10618;2;Publié;3S918;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;882;"Coteaux de Peyriac";2469;"Coteaux de Peyriac Haut de Badens";"Coteaux de Peyriac Haut de Badens rouge";10619;2;Publié;3R918;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;882;"Coteaux de Peyriac";2159;"Coteaux de Peyriac";"Coteaux de Peyriac rosé";8593;2;Publié;3S117;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;882;"Coteaux de Peyriac";2159;"Coteaux de Peyriac";"Coteaux de Peyriac rouge";8594;2;Publié;3R117;;CNIGPVC;;Narbonne;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;884;Aveyron;2161;Aveyron;"Aveyron blanc";7842;2;Publié;3B121;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;884;Aveyron;2161;Aveyron;"Aveyron rosé";8401;2;Publié;3S121;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;884;Aveyron;2161;Aveyron;"Aveyron rouge";8402;2;Publié;3R121;;CNIGPVC;;Gaillac;"4 Occitanie"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;885;"Pays des Bouches-du-Rhône";2162;"Pays des Bouches-du-Rhône";"Pays des Bouches-du-Rhône";12805;2;Publié;3B131;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;885;"Pays des Bouches-du-Rhône";2162;"Pays des Bouches-du-Rhône";"Pays des Bouches-du-Rhône rosé";13694;2;Publié;3S131;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;885;"Pays des Bouches-du-Rhône";2162;"Pays des Bouches-du-Rhône";"Pays des Bouches-du-Rhône rouge";13695;2;Publié;3R131;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;885;"Pays des Bouches-du-Rhône";2453;"Pays des Bouches-du-Rhône Terre de Camargue";"Pays des Bouches-du-Rhône Terre de Camargue blanc";12806;2;Publié;3B130;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;885;"Pays des Bouches-du-Rhône";2453;"Pays des Bouches-du-Rhône Terre de Camargue";"Pays des Bouches-du-Rhône Terre de Camargue rosé";13702;2;Publié;3S130;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;885;"Pays des Bouches-du-Rhône";2453;"Pays des Bouches-du-Rhône Terre de Camargue";"Pays des Bouches-du-Rhône Terre de Camargue rouge";13703;2;Publié;3R130;;CNIGPVC;;"La Valette du Var";"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;887;Alpilles;2164;Alpilles;"Alpilles blanc";7820;2;Publié;3B133;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;887;Alpilles;2164;Alpilles;"Alpilles rosé";8579;2;Publié;3S133;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;887;Alpilles;2164;Alpilles;"Alpilles rouge";8580;2;Publié;3R133;;CNIGPVC;;Avignon;"3 Sud-Est"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;888;Calvados;2165;Calvados;"Calvados blanc";13415;2;Publié;3B141;;CNIGPVC;;Angers;"7 Val de Loire"
;"IGP -";1;"Vin tranquille";2;Vins;VITICOLE;888;Calvados;2455;"Calvados Grisy";"Calvados Grisy blanc";10465;2;Publié;3B142;;CNIGPVC;;Angers;"7 Val de Loire"
